job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency,posted_date,deadline,job_description
Backend Developer - Dis. 1,"Backend Developer, IT - Phần mềm",3,Hồ Chí Minh,Công ty TNHH AIOZ Việt Nam,onsite,15000000,25000000,VND,3/2/2026,29/03/2026,"Phát triển ứng dụng Blockchain/Web3 trên nền tảng Cosmos & EVM.
Xây dựng & triển khai smart contract (Solidity) và module/chain sử dụng Cosmos SDK.
Phát triển backend tích hợp blockchain (RPC, indexer, event listener).
Tối ưu database (SQL/NoSQL), đảm bảo hiệu năng & high availability.
Quản lý Docker trên Linux, tối ưu CI/CD & monitoring hệ thống."
Software System Test Engineer ( Ho Chi Minh City),Software Engineer,1,Hồ Chí Minh,CÔNG TY TNHH HCL VIETNAM,onsite,,,,3/2/2026,29/03/2026,"• Responsible for Software and System Testing activities based on provided work products and project requirements.
• Analyze and clarify System/SW Requirements
• Develop test cases using defined test methods
• Create high-level test designs and detailed test specifications
• Select relevant test cases for regression testing
• Estimate task effort, execute test cases, document test results, and report problems
• Set up and participate in reviews of test specifications
• Develop and maintain test automation
• Solve technical problems and respond to technical queries
• Perform ECU hardware modification activities when required
Input Work Products (Provided by BGSV)
• Task requests from ALM
• System / Software Requirements
• Test Specifications
• Hardware setup
Output Work Products (Created by Service Provider)
• Test Report
• Test Specification
• Test Tracking Specification
• Problem Report"
Lead Mobile Developer (High Salary 60–90M),"Mobile Developer, IT - Phần mềm",4,Hồ Chí Minh,CÔNG TY TNHH MONIVA VIETNAM,onsite,60000000,90000000,VND,3/2/2026,28/03/2026,"1. Technical Leadership (40%)
- Lead the Mobile team in developing high-performance, scalable applications.
- Establish and maintain architectural standards for both Native and Cross-Platform development.
- Conduct code reviews, mentor team members, and ensure best practices are followed.
- Collaborate with Product and UX/UI teams to ensure a consistent user experience across iOS and Android.
- Manage the release process and app submission to the App Store and Google Play.
2. Mobile Application Development (60%)
- Develop Native applications using Swift (iOS) and Kotlin (Android).
- Build Cross-Platform applications with Flutter or React Native following clean architecture principles.
- Integrate REST APIs, third-party SDKs, and work closely with backend teams.
- Work with DevOps to implement CI/CD pipelines, manage build – test – deploy processes, and application versioning.
3. Other Responsibilities
- Participate in designing the mobile architecture and technical roadmap.
- Propose improvements to development processes and enhance product quality.
- Perform other tasks as assigned."
Lead Full-Stack Developer – Up To 90M+,"Fullstack Developer, IT - Phần mềm",5,Hồ Chí Minh,CÔNG TY TNHH MONIVA VIETNAM,onsite,50000000,90000000,VND,3/2/2026,28/03/2026,"1. Technical Leadership (40%)
- Lead the Full-Stack team in designing, developing, and operating large-scale web systems.
- Define and drive system architecture: Microservices (Backend) and Micro-Frontend (Frontend).
- Establish technical standards, coding guidelines, and best practices.
- Conduct code reviews, provide mentoring, and ensure product quality.
- Collaborate with Product, UX/UI, QA, and DevOps teams to ensure project timelines are met.
- Identify technical risks and propose appropriate solutions.
2. System Development (60%)
Backend Development
- Design and develop backend services using Java, Golang, Rust, or Node.js.
- Build secure and highly scalable APIs (REST / gRPC).
- Develop distributed systems based on Microservices architecture.
- Optimize performance and ensure scalability and reusability.
Frontend Development
- Develop applications using ReactJS.
- Design and maintain Micro-Frontend architecture.
- Optimize performance and enhance user experience.
- Collaborate with UX/UI teams to implement high-quality, responsive interfaces.
System & DevOps Collaboration
- Work with DevOps to build and optimize CI/CD pipelines.
- Implement containerization using Docker and Kubernetes.
- Deploy and manage systems on Cloud platforms.
- Ensure system stability, scalability, and maintainability."
Java Developer (Mid – Senior),"Backend Developer, IT - Phần mềm, Tài chính, Chứng khoán",2,Hà Nội,Công ty Cổ phần Công nghệ Tài chính Goline,onsite,,,,3/2/2026,29/03/2026,"Phát triển, tối ưu và triển khai ứng dụng backend với Java Core, Spring Boot, Quarkus, sử dụng Oracle, PostgreSQL, Kafka, Redis, v.v.
Phối hợp với đội ngũ nghiệp vụ và đối tác để phân tích, thiết kế, và tích hợp các mô-đun tài chính phức tạp.
Ứng dụng AI và các công cụ sinh code (Cursor, Claude, Copilot, v.v.) vào toàn bộ quy trình phát triển.
Tham gia R&D các công nghệ mới trong lĩnh vực microservices, DevOps, và hệ thống lớn hiệu năng cao.
Đóng góp vào quá trình xây dựng nền tảng tài chính thông minh phục vụ thị trường Việt Nam và khu vực."
Android Developer,Mobile Developer,2,Hà Nội,CÔNG TY CỔ PHẦN EMDDI,onsite,,,,3/2/2026,29/03/2026,"Tham gia phát triển ứng dụng của công ty
Tham gia nghiên cứu và phát triển công nghệ áp dụng vào yêu cầu dự án;
Làm việc với khách hàng, Product Owner để nắm bắt nhu cầu về đề xuất giải pháp kỹ thuật cho hệ thống;
Xây dựng ứng dụng theo thiết kế;
Đề xuất giải pháp, cải thiện nâng cao chất lượng ứng dụng"
Mobile Flutter Developer (MID-Senior),"Mobile Developer, IT - Phần mềm",2,Hà Nội,Công ty Cổ phần Công nghệ Tài chính Goline,onsite,18000000,18000000,VND,3/2/2026,29/03/2026,"Phát triển & Tối ưu Sản phẩm:
Lập trình các tính năng trên ứng dụng Flutter đảm bảo chính xác theo thiết kế Figma và tài liệu requirement có sẵn.
Tham gia duy trì các dự án Flutter đang chạy; đọc hiểu nhanh source code cũ và sample để bắt nhịp tiến độ.
Xây dựng Base Code & Kiến trúc: Trực tiếp phân tích yêu cầu, thiết kế kiến trúc tổng thể. Dựng Base project chuẩn chỉnh, phân chia module rõ ràng để team dễ dàng mở rộng và phối hợp.
Tối ưu Performance: Profiling và giải quyết các bài toán thắt nút cổ chai (bottlenecks). Xử lý triệt để memory leak, đảm bảo ứng dụng đạt 60/120 FPS. Ứng dụng Isolate để xử lý các tác vụ nặng, update realtime mà không block UI.
Giám sát Hệ thống (Monitoring) & Xử lý sự cố:
Thiết lập và quản lý hệ thống giám sát sức khỏe ứng dụng trên Production (sử dụng Firebase Crashlytics, Sentry, Datadog...).
Chủ động theo dõi log, phân tích crash rate và đưa ra phương án xử lý (hotfix) nhanh chóng, triệt để.
Ứng dụng AI & Giao tiếp (Communication):
Sử dụng các AI Agent (như như Cursor, Antigravity, Copilot, Claude, Open AI...) để tăng tốc độ viết code, debug, viết Unit Test và refactor code.
Đóng vai trò cầu nối: Thảo luận requirement chặt chẽ với team BA/PM/Design trước khi code.
Giao tiếp kỹ thuật trực tiếp với khách hàng để làm rõ các vấn đề liên quan đến kỹ thuật."
Junior Android Dev ( Kotlin ) - Mobile App,"Mobile Developer, IT - Phần mềm, Game",1,Hà Nội,UMAXSOFT JOINT STOCK COMPANY,onsite,10000000,15000000,VND,3/2/2026,30/04/2026,"Tham gia thiết kế, xây dựng và phát triển ứng dụng Android sử dụng Kotlin.
Phát triển mới và bảo trì các mobile app thuộc mảng Tool/Utility của công ty.
Tham gia phân tích yêu cầu và đề xuất giải pháp kỹ thuật cho sản phẩm.
Phối hợp cùng team để phát triển, cải tiến tính năng cho ứng dụng.
Fix bug, tối ưu hiệu năng và đảm bảo ứng dụng hoạt động ổn định trên nhiều thiết bị Android.
Cập nhật và áp dụng các thư viện, công nghệ mới để nâng cao chất lượng sản phẩm."
Chuyên Viên Tích Hợp Hệ Thống Và Tự Động Hóa,Backend Developer,1,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ MOBIWORK VIỆT NAM,onsite,10000000,15000000,VND,3/2/2026,29/03/2026,"● Phân tích yêu cầu nghiệp vụ và
thiết kế các luồng tự động hóa bằng n8n.
Kết nối và đồng bộ dữ liệu
giữa các hệ thống thông qua API, Webhook.
● Thực hiện tích hợp:
○ Sàn TMĐT: Shopee, TikTok Shop (đơn hàng, sản phẩm, tồn kho, đối soát).
○ Phần mềm Việt Nam: MISA, KiotViet, Haravan, Pancake, Nhanh.vn...
○ Hóa đơn điện tử: phát hành, điều chỉnh, thay thế hóa đơn (MISA, VNPT, Viettel, BKAV...).
○ Chữ ký số & hợp đồng điện tử: ký số, phê duyệt hợp đồng và tài liệu.
●
Làm việc với REST/SOAP API
, xử lý xác thực (API Key, OAuth), dữ liệu JSON.
● Đảm bảo workflow chạy
ổn định, bảo mật và dễ mở rộng.
Chuẩn hóa và xây dựng các workflow có thể
tái sử dụng"
Junior Python Developer,"Backend Developer, An ninh mạng, IT - Phần cứng và máy tính, IT - Phần mềm",1,Hà Nội,CÔNG TY CỔ PHẦN  TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,onsite,10000000,20000000,VND,3/13/2026,12/4/2026,"Tham gia phát triển và tùy chỉnh các module ERPNext theo yêu cầu: tạo DocTypes, viết server script đơn giản, tùy chỉnh print format…
Viết các REST API cơ bản để tích hợp với hệ thống khác.
Tham gia viết unit test, kiểm thử và fix bug.
Tham gia vào việc tìm hiểu và áp dụng AI cho quy trình SDLC của Ban"
Senior React/ React Native Developer (TypeScript),"Frontend Developer, IT - Phần cứng và máy tính, An ninh mạng, IT - Phần mềm",4,Hà Nội,CÔNG TY CỔ PHẦN  TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,onsite,15000000,35000000,VND,3/13/2026,12/4/2026,"Thiết kế và phát triển các ứng dụng Web sử dụng React và ứng dụng Mobile sử dụng React Native
Xây dựng và tích hợp REST API/GraphQL, xử lý bất đồng bộ, caching và offline data synchronization cho mobile.
Đảm bảo chất lượng mã nguồn
Hướng dẫn, đào tạo và hỗ trợ các lập trình viên junior trong nhóm
Nghiên cứu và đề xuất các công nghệ mới, best practices liên quan đến React/React Native và TypeScript
Tham gia vào việc áp dụng AI cho quy trình SDLC của Ban."
Golang Developer,"Software Engineer, IT - Phần mềm, Điện toán đám mây (Cloud)",3,Hồ Chí Minh,CÔNG TY TNHH SOFT WORLD VIỆT NAM,onsite,30000000,80000000,VND,3/13/2026,30/04/2026,"· Phát triển hệ thống backend cho các dự án IT outsourcing, chủ yếu là:
o CMS, CRM cho gaming platform
o AI Chatbot & hệ thống quản lý dữ liệu
· Thiết kế, xây dựng và maintain hệ thống microservices.
· Phát triển API, tích hợp real-time communication và các hệ thống xác thực.
· Làm việc với đội Frontend, Product và các team liên quan để đảm bảo chất lượng sản phẩm.
· Đề xuất giải pháp kỹ thuật, tối ưu hiệu năng và khả năng mở rộng hệ thống."
Java Developer ( Techlead ),Backend Developer,4,Hồ Chí Minh,Công ty cổ phần GMO-Z.com RUNSYSTEM,onsite,,,,3/13/2026,12/4/2026,"Review code, phân tích bug và đề xuất các giải pháp cho các module
Nghiên cứu, phát triển, triển khai, nâng cấp các sản phẩm phần mềm.
Tiếp nhận yêu cầu xây dựng các sản phẩm dịch vụ từ các bộ phận trong công ty và đối tác.
Tư vấn các vấn đề liên quan đến kỹ thuật chuyên môn. Xây dựng khung sườn, cấu trúc của dự án đối với các dự án mới. Tư vấn cải thiện, nâng cấp cho các dự án đã có từ trước và đang trong giai đoạn tiếp tục phát triển, cải thiện hiệu suất ứng dụng.
Định hướng, dẫn dắt, tư vấn và hỗ trợ các thành viên trong team về mặt kỹ thuật đối với các task yêu cầu mức độ khó về nghiệp vụ, phức tạp về logic và cần phải áp dụng những kỹ thuật công nghệ mới
Báo cáo cho quản lý khi có yêu cầu."
.Net (Back-End),"Software Engineer, IT - Phần mềm",3,Hà Nội,Công Ty cổ phần IIG Việt Nam,onsite,22000000,27000000,VND,3/13/2026,13/04/2026,"Phát triển các ứng dụng desktop, web trên nền tảng .Net Framework/.Net Core;
Phát triển và duy trì ứng dụng .NET dưới sự hướng dẫn của cấp trên;
Lập trình, kiểm thử, và triển khai ứng dụng, đáp ứng các yêu cầu về hiệu suất và bảo mật;
Đóng góp vào thiết kế, xây dựng và cải thiện các tính năng;
Làm việc chặt chẽ với các thành viên khác của team để đảm bảo tính thống nhất và hiệu suất của ứng dụng;
Tham gia vào việc đánh giá, đề xuất, và triển khai các công nghệ và công cụ mới để cải thiện hiệu suất và tính năng của ứng dụng;
Hỗ trợ việc xử lý và giải quyết các sự cố và vấn đề liên quan đến ứng dụng;
Đảm bảo tuân thủ các tiêu chuẩn mã nguồn, bảo mật và quy trình phát triển của công ty."
Lập Trình Viên Fullstack,"Fullstack Developer, IT - Phần mềm",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,onsite,12000000,25000000,VND,3/13/2026,31/08/2026,"Tham gia phát triển và xây dựng các sản phẩm phần mềm cho thị trường quốc tế.
Phát triển Backend Python, NodeJS.
Phát triển Frontend với ReactJS để xây dựng giao diện người dùng.
Thiết kế và phát triển RESTful APIs, tích hợp hệ thống.
Phối hợp với PM, QA, Designer để hoàn thiện sản phẩm.
Tham gia review code, tối ưu hiệu năng và đảm bảo chất lượng code.
Nghiên cứu, áp dụng công nghệ mới để nâng cao hiệu quả phát triển sản phẩm."
Thực Tập Sinh Lập Trình Viên,"Fullstack Developer, IT - Phần cứng và máy tính, IT - Phần mềm",,Hồ Chí Minh,CÔNG TY TNHH AI POWER,onsite,,,,3/2/2026,30/06/2026,"Phân tích yêu cầu và thiết kế hệ thống phần mềm.
Phát triển và bảo trì các ứng dụng web và mobile.
Viết code sạch, hiệu quả và dễ bảo trì.
Thực hiện các bài test đơn vị và tích hợp.
Cộng tác với các thành viên khác trong nhóm để hoàn thành dự án.
Tham gia vào các cuộc họp và thảo luận về kỹ thuật.
Học hỏi và cập nhật kiến thức công nghệ mới.
Có khả năng làm việc độc lập và làm việc nhóm.
Có khả năng giải quyết vấn đề và đưa ra các giải pháp hiệu quả.
Có tinh thần trách nhiệm cao và cam kết với công việc."
Software Engineer - React / React Native,Frontend Developer,1,Hồ Chí Minh,CÔNG TY CỔ PHẦN CITEK ISD,onsite,,,,3/2/2026,31/05/2026,"Tham gia các dự án triển khai phần mềm tại công ty
Phát triển và tối ưu hóa các hệ thống CRM và MES.
Thiết kế, xây dựng và triển khai các module phần mềm theo yêu cầu khách hàng.
Phối hợp với đội ngũ BA và PM để đảm bảo chất lượng sản phẩm."
Kỹ Sư Phần Mềm ( Software Engineer ),"Software Engineer, IT - Phần mềm",1,Hồ Chí Minh,Công ty TNHH HF CORPORATION,onsite,8000000,25000000,VND,3/2/2026,28/03/2026,"Phát triển phần mềm khoa học điều khiển hệ thống thiết bị đo đạt trong phòng lab, trường đại học trên nền tảng Windows desktop sử dụng: C/C++, C# (WinForms/WPF) hoặc PyQt
Phân tích yêu cầu từ các phòng ban (Software, Mechanical, Application, Manufacturing) và đề xuất giải pháp kỹ thuật phù hợp.
Thiết kế:
Cấu trúc cơ sở dữ liệu (SQL Server/PostgreSQL/MySQL)
Luồng xử lý nghiệp vụ
Giao diện người dùng và chức năng hệ thống
Thực hiện coding, kiểm thử, debug và tối ưu hiệu năng.
Tham gia triển khai và deploy hệ thống lên môi trường production.
Phối hợp với các team khác để đảm bảo phần mềm hoạt động ổn định trong môi trường thực tế.
Tham gia cải tiến, nâng cấp và bảo trì các hệ thống hiện có."
Middle Fullstack Developer ( PHP / Laravel ),"Software Engineer, IT - Phần mềm",2,Hà Nội,Công ty TNHH Lisod Việt Nam,onsite,35000000,35000000,VND,3/2/2026,30/04/2026,"Tham gia phát triển sản phẩm web đang vận hành với người dùng thật: xây dựng tính năng mới, cải tiến tính năng hiện có và tối ưu trải nghiệm end-user.
Ownership end-to-end: chủ động làm rõ vấn đề, đề xuất giải pháp, triển khai, kiểm thử, release và theo dõi sau release để đảm bảo chất lượng sản phẩm.
Phối hợp chặt chẽ với PM, QA trong quá trình discovery/delivery: đặt câu hỏi đúng, phản biện mang tính xây dựng, đưa ra phương án tối ưu (không chỉ “nhận task và code”).
Liên tục đóng góp cải tiến dựa trên dữ liệu/vận hành thực tế: UX/flow, performance, security, stability, giảm bug và giảm chi phí vận hành.
Thực hiện các công đoạn kỹ thuật theo chuẩn engineering: phân tích yêu cầu, thiết kế chi tiết (Detail Design), coding, viết tài liệu API, unit test, đảm bảo dễ bảo trì và mở rộng.
Phát triển backend và giao diện bằng PHP với các framework như Laravel, CakePHP (hoặc tương đương); chủ động refactor và nâng chất lượng codebase.
Tham gia xử lý sự cố production, truy vết nguyên nhân gốc (root cause) và đề xuất cải tiến để ngăn lỗi tái diễn."
"Backend Developer (C#, Java , Python )",Backend Developer,4,Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,onsite,25000000,33000000,VND,3/2/2026,31/03/2026,"Thiết kế kiến trúc hệ thống backend hiệu quả, linh hoạt và dễ mở rộng.
Viết code clean, có thể kiểm thử, hiệu quả và bảo trì tốt.
Định hướng kỹ thuật, code review, và hỗ trợ thành viên trong team backend.
Phối hợp với các team frontend, mobile, sản phẩm và QA để đảm bảo tiến độ và chất lượng dự án.
Đưa ra các quyết định kỹ thuật quan trọng, định hướng công nghệ phù hợp cho dự án.
Quản lý, phân chia công việc và theo dõi tiến độ của nhóm backend.
Đào tạo, mentoring và phát triển năng lực cho các thành viên junior.
Hỗ trợ, xử lý kỹ thuật trong quá trình bàn giao, sử dụng.
Đảm bảo hiệu suất, bảo mật và độ tin cậy của hệ thống backend."
Senior Backend Developer ( Golang & NodeJS ),"Backend Developer, IT - Phần mềm",5,Hồ Chí Minh,CÔNG TY TNHH LIVE GROUP VIỆT NAM,onsite,2000,2500,USD,3/2/2026,31/03/2026,"About Us
Live Payments is one of Australia's leading payment service providers, servicing thousands of businesses across Australia. We continue to innovate our payment solutions and expand our product offering alongside our industry leading strategic partners, including Qantas Loyalty and Prospa.
Live Payments is seeking an experienced Senior Backend Developer to join our growing/ multi-national team. Reporting directly to our Vietnam-based Team Lead, the Backend Developer will work closely with the development team to design and build applications for our growing product portfolios.
Key Responsibilities
Design and implement high-throughput, low-latency backend services using Node.js and Golang
Build and maintain high-performance APIs with strict performance and reliability requirements
Design and maintain scalable microservices capable of handling high transaction volumes
Ensure idempotency, consistency, and fault tolerance across processing flows
Implement robust error handling, retry strategies, and reconciliation processes
Work closely with DevOps teams to improve observability, monitoring, and alerting
Participate in architecture and performance design reviews
Conduct code reviews with a strong focus on performance, security, and reliability"
Fullstack Developer ( ReactJS / NestJS) (Middle),"Fullstack Developer, IT - Phần mềm, Thương mại điện tử",2,Hà Nội,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,onsite,25000000,25000000,VND,3/2/2026,28/03/2026,"Develop product features
end-to-end
, mainly focusing on backend services (APIs, database design), and working with frontend components (UI, state management) using NestJS and ReactJS for
Shopify / WooCommerce / Wix platforms.
Build and maintain RESTful APIs (or GraphQL) and integrate with third-party services under existing system design.
Collaborate with cross-functional teams (Tester, PO, CS, MKT) to define and deliver product features on time.
Maintain and expand existing products: fix bugs, add new features, and improve performance.
Participate in technical discussions related to system design, database schema, and service interactions.
Work with real-time data, large traffic systems, monitoring services, and E-commerce APIs.
Write clean, readable, and well-documented code following team standards."
Trưởng Nhóm Lập Trình Phần Mềm .Net,"Backend Developer, IT - Phần mềm",3,Hồ Chí Minh,CÔNG TY CỔ PHẦN ASOFT,onsite,17500000,22000000,VND,3/2/2026,28/03/2026,"Lập trình bổ sung tính năng của các phân hệ trong sản phẩm ERP: kế toán, nhân sự, sản xuất, bán lẻ, quan hệ khách hàng…….
Khi làm việc với sản phẩm công ty, các bạn sẽ có cơ hội bồi dưỡng thêm những kiến thức xã hội thực tế như quy trình làm việc (vận hành, bán hàng, quản lý kho,….) của các doanh nghiệp từ nhỏ đến lớn
Xây dựng nhóm Lập trình/DEV có trình độ chuyên môn, nghiệp vụ đáp ứng yêu cầu công việc công ty giao.
Hoàn thành các mục tiêu, chỉ tiêu và kế hoạch công việc Phòng ban/Công ty giao.
Phát triển thành công sản phẩm/dự án và đạt được sự tín nhiệm, hài lòng của khách hàng.
Tham gia, tiếp nhận, phân tích thiết kế các tính năng mới theo yêu cầu nội bộ và khách hàng.
Chăm sóc, duy trì sự ổn định và cải tiến liên tục sản phẩm, đáp ứng ngày càng tốt hơn nhu cầu khách hàng.
Hỗ trợ các phòng ban sửa lỗi/cải tiến sản phẩm."
Fullstack Developer ( ReactJS / PHP Laravel ) (Middle/ Senior),"Fullstack Developer, IT - Phần mềm, Thương mại điện tử",2,Hà Nội,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,onsite,35000000,35000000,VND,3/2/2026,28/03/2026,"Develop and maintain
e-commerce applications
for platforms (Shopify, WooCommerce).
Build and deliver new features using
ReactJS (Frontend)
and
PHP (Laravel – Backend)
following product requirements.
Collaborate closely with Product Owner, and Product Team to ensure features are implemented correctly and on time.
Integrate and maintain RESTful APIs, webhooks, and third-party services.
Maintain existing systems: fix bugs, refactor code, and improve performance where needed.
Participate in code reviews and contribute ideas to improve code quality and system design.
Support team members and work together to deliver a stable, scalable product."
Lập Trình Viên Backend ( Python ),"Backend Developer, IT - Phần mềm",1,Hà Nội,CÔNG TY CP CÔNG NGHỆ HẢI NAM TECH,onsite,16000000,20000000,VND,3/2/2026,28/03/2026,"Tham gia phát triển, xây dựng nền tảng hệ thống ERP : Tập trung phát triển hệ thống backend sử dụng Python (Frappe/Odoo/Flask/Django)
Phát triển SPA (Single Page Application): Trực tiếp xây dựng giao diện người dùng hiện đại bằng React.js hoặc Vue.js,
Thiết kế API & Tích hợp: Thiết kế các điểm cuối (endpoints) tối ưu, xử lý xác thực (Authentication), phân quyền (JWT/OAuth2) và gọi API từ Frontend để hiển thị dữ liệu thực tế.
Quản lý State & Data: Xử lý luồng dữ liệu phức tạp tại Frontend (Redux, Pinia hoặc Vuex) và tối ưu hóa truy vấn tại Backend (Python/MariaDB)
Thực hiện Unit Test cho API và kiểm thử tích hợp (Integration Test) giữa Frontend và Backend."
Android Developer ( Kotlin / Java ),"Mobile Developer, IT - Phần mềm, Tài chính, Ngân hàng",2,Hồ Chí Minh,HIPPO TECHNOLOGY COMPANY LIMITED,onsite,20000000,25000000,VND,3/2/2026,31/03/2026,"Creating and maintaining Android applications that are high-quality, efficient, and scalable.
Collaborating with cross-functional teams to create new features.
Ensuring the performance, quality, and responsiveness of applications.
Identifying and resolving bugs and performance bottlenecks.
Conducting code reviews, maintaining code quality, and ensuring adherence to coding standards.
Implementing and integrating APIs and third-party libraries.
Participating in the entire Android development lifecycle, including planning, testing, and deploying applications.
Providing technical guidance and support to other team members.
Implement clean, reusable, scalable code following best practices and coding standards.
Integrate RESTful APIs, WebSocket, and SDKs.
Work with UI/UX designers to create modern, responsive, and user-friendly interfaces.
Optimize application performance and solve technical issues.
Collaborate with cross-functional teams for new features and improvements.
Participate in code reviews and provide technical input during planning.
Ensure app security, data protection, and compliance with Google Play Store requirements.
Deploy and manage app releases on the Google Play Store."
Golang Developer (Blockchain/Web3),"Backend Developer, IT - Phần cứng và máy tính, IT - Phần mềm, Điện toán đám mây (Cloud)",5,Hồ Chí Minh,CÔNG TY TNHH NEXSOFT TECHNOLOGY,onsite,,,,3/2/2026,28/03/2026,"Understand technical design documents and implement relevant business logic code as per the requirements of the lead.
Responsible for the development, testing, and upgrading of functional modules.
Responsible for researching new technologies and solving difficult problems.
Identify performance bottlenecks or architectural defects in functional modules and propose effective solutions to continuously improve the system and foster innovation."
Senior Frontend Developer,"Frontend Developer, IT - Phần mềm",3,Hà Nội,Công ty Cổ phần Giải pháp EnterpriseNao,onsite,24000000,24000000,VND,3/2/2026,28/03/2026,"Đóng vai trò chủ chốt trong việc phát triển Web Frontend cho các hệ thống nền tảng và sản phẩm, dịch vụ, nền tảng ứng dụng giao dịch lớn.
Thiết kế, phát triển và tối ưu các Frontend components, modules dùng chung (shared/common components) nhằm đảm bảo khả năng tái sử dụng, mở rộng và dễ bảo trì cho toàn bộ hệ thống.
Hiểu rõ và làm chủ ReactJS / NextJS framework, tham gia định hướng cấu trúc codebase, tiêu chuẩn hóa coding convention và best practices cho đội ngũ Frontend.
Phối hợp với UI/UX, BA, Backend, QA để phân tích yêu cầu, đề xuất giải pháp kỹ thuật phù hợp và triển khai hiệu quả.
Đảm bảo chất lượng hệ thống về hiệu năng, bảo mật, khả năng mở rộng và trải nghiệm người dùng.
Thực hiện code review, hỗ trợ và hướng dẫn các thành viên Junior/Junior+ trong team.
Tham gia xử lý các vấn đề phức tạp trong quá trình SIT/UAT, tối ưu và ổn định hệ thống trước khi go-live.
Xây dựng và duy trì tài liệu kiến trúc Frontend, tài liệu kỹ thuật, guideline phát triển và triển khai hệ thống."
Nhân Viên Triển Khai Phần Mềm,"Software Engineer, IT - Phần mềm, IT - Phần cứng và máy tính, Ngân hàng",1,Hà Nội,Công ty Cổ phần Công nghệ SAVIS,onsite,9000000,13000000,VND,3/2/2026,28/03/2026,"Khảo sát, phân tích nghiệp vụ khách hàng, thu thập yêu cầu và xây dựng giải pháp các dự án thuộc: Gov (Chính phủ), Truyền hình, BFSI;
Tư vấn cho khách hàng áp dụng theo kiến thức quản trị tiêu chuẩn;
Xây dựng tài liệu dự án BRD/URD/SRS/HDSDT…;
Tham gia cấu hình và kiếm thử hệ thống;
Hướng dẫn, đào tạo, hỗ trợ khách hàng sử dụng phần mềm;
Theo dõi, đánh giá hiệu quả vận hành, tư vấn cải tiến sau triển khai;
Lập kế hoạch, báo cáo tiến độ và đảm bảo chất lượng dự án;
Thực hiện các công việc khác có liên quan khi cần thiết."
Mobile Developer ( React Native ),Mobile Developer,3,Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,onsite,23000000,30000000,VND,3/2/2026,31/03/2026,"Thiết kế, phát triển và duy trì ứng dụng di động đa nền tảng (iOS & Android) bằng React Native (bao gồm tích hợp Native code nếu cần).
Phối hợp chặt chẽ với đội ngũ sản phẩm, thiết kế và backend để mang lại trải nghiệm mượt mà, thân thiện và bảo mật cho người dùng.
Tối ưu hiệu suất ứng dụng, giao diện người dùng (UI/UX) và đảm bảo tính ổn định khi xử lý dữ liệu chuyển động và hệ thống phần thưởng.
Viết mã sạch, có cấu trúc rõ ràng và dễ bảo trì; tham gia đánh giá mã (code review) cùng đội ngũ kỹ thuật.
Góp phần cải tiến liên tục sản phẩm dựa trên phản hồi từ người dùng và số liệu hành vi sử dụng.
Đóng góp ý tưởng phát triển các tính năng như hệ thống quy đổi phần thưởng, ví tiền số, hệ thống leaderboard…"
"Front-End Developer Shopify Up To $1,000/Month",Frontend Developer,2,Hà Nội,CÔNG TY TNHH MISEN,onsite,1000,1000,USD,3/2/2026,5/4/2026,"About Misen
Misen is a fast-growing cross-border e-commerce company founded in 2021. We design, build, and scale direct-to-consumer brands across global markets — combining creativity, performance, and technology to deliver world-class online experiences. Guided by our
Build–Measure–Learn
culture, we move fast, test often, and grow smarter every day.
About the Role
We’re looking for a
Front-End Developer (Shopify)
to help craft beautiful, high-performing e-commerce storefronts that deliver speed, usability, and conversion excellence.
You’ll collaborate with our design, product, and marketing teams to translate ideas into responsive, conversion-driven web experiences — all while ensuring pixel-perfect precision and top-tier performance.
If you care deeply about design fidelity, load speed, and scalability, this is the place to build your craft and your career.
What You’ll Do
Build and optimize Shopify themes
using Liquid, HTML, CSS, and JavaScript.
Translate Figma designs into responsive, high-converting UI components.
Ensure performance excellence
- optimize Core Web Vitals, code-split, lazy-load assets, and fine-tune UX for speed.
Implement multi-language & multi-currency features for global D2C brands.
Integrate third-party apps & scripts
(reviews, analytics, A/B testing) without slowing down performance.
Collaborate cross-functionally
with Product, UX, and Marketing to maintain and improve storefront quality."
